DomainValueId;Explanation
1234;Um horizonte de acumulação de carbonato de cálcio. O horizonte é enriquecido com carbonato de cálcio secundário em uma espessura de 15 cm ou mais, tem um teor de carbonato de cálcio de 15% ou mais e, pelo menos, 5% maior do que aquele de um horizonte mais profundo. O último requisito é expresso em volume se os carbonatos secundários no horizonte cálcico ocorrem como pingentes em seixos, ou como concreções ou formas macias farináceas. Se tal horizonte cálcico repousa sobre materiais muito calcários (40% ou mais de carbonato de cálcio equivalente), a percentagem de carbonatos não precisam diminuir com a profundidade.
1235;Um horizonte cálcico contínuo cimentado ou endurecido, cimentado por carbonato de cálcio e em alguns lugares por cálcio e algum carbonato de magnésio. Sílica acessória pode estar presente. O horizonte petrocálcico é continuamente cimentado à medida que fragmentos secos não se desfazem em água e as raízes não podem penetrar. É maciço ou laminar, extremamente duro quando seco, de modo que não pode ser penetrado por pá ou trado, e muito firme a extremamente firme quando úmido. Poros não-capilares estão preenchidos. A condutividade hidráulica é moderadamente lenta a muito lenta. Em geral, é mais espesso do que 10 cm.
1280;-em branco-
1281;-em branco-
1236;O horizonte gípsico é enriquecido com sulfato de cálcio secundário (CaSO4.2H2O), tem espessura igual ou superior a 10 cm, tem pelo menos 5% a mais de gesso do que o horizonte subjacente, e o produto da espessura (cm) e do conteúdo de gesso (%) é igual a 150 ou mais.
1237;Um horizonte gípsico que é tão cimentado com gesso que os fragmentos não se desfazem em água e as raízes não podem penetrar. O conteúdo de gesso é, em geral, superior a 60%.
1238;O horizonte sulfúrico forma-se como resultado da drenagem artificial e oxidação de materiais minerais ou orgânicos ricos em sulfuretos. Possui espessura de, pelo menos, 15 cm, caracteriza-se por pH em água inferior a 3,5 e geralmente tem mosqueados de jarosita com matiz de 2,5Y ou mais, e um croma de 6 ou mais.
1239;Argila e os óxidos de ferro livres foram removidos, ou os óxidos foram segregados, uma vez que a cor do horizonte é determinada pela cor das partículas primárias de areia e silte ao invés dos revestimentos destas partículas. Um horizonte álbico tem um valor da cor de 4 ou mais quando úmido, ou um valor da cor de 5 ou mais quando seco, ou ambos. Se o valor é 7 ou mais quando seco, ou o valor é 6 ou mais quando úmido, o croma é 3 ou menos. Se o valor é 5 ou 6 quando seco, ou o valor é 4 ou 5 quando úmido, o croma está mais perto do 2 do que do 3. Se os materiais parentais têm um croma de 5YR ou mais vermelho, um croma de 3 quando úmido é permitido no horizonte álbico, onde o croma é devido à cor dos grãos não revestidos de areia e silte.
1240;Um aumento de argila entre duas camadas, o qual ocorre ao longo de uma distância de menos de 5 cm, onde a camada inferior tem um conteúdo em argila de duas vezes o conteúdo de argila da camada sobrejacente, desde que a última tenha menos de 20% de argila. Caso a camada sobrejacente tenha 20% ou mais de argila, o aumento deve ser de 20% ou mais.
1241;Material de solo com um teor de carbono orgânico superior a 14 g/kg de terra fina como uma média ponderada ao longo de uma profundidade de 100 cm a partir da superfície. Este cálculo assume uma densidade do solo de 1,5 kg dm-3.
1303;Clima tropical. Temperatura do mês mais frio acima de 18°C. Certas plantas tropicais sensíveis não prosperam com temperaturas mensais inferiores a 18°C. Este é o domínio das plantas conhecidas como megatérmicas, as quais necessitam de temperaturas continuamente elevadas e chuvas relativamente abundantes. Dentro do grupo climático A, dois tipos principais são reconhecidos: Af e Aw.
1243;-em branco-
1244;Materiais do solo que satisfaçam um ou mais dos seguintes requisitos:
1) a soma do Al extraível em oxalato ácido e de 1/2 do Fe extraível em oxalato de ácido é igual a 2,0%, ou mais, da fração terra fina. A densidade fração terra fina, medida no estado úmido de campo, é de 0,9 kg dm-3 ou menos. A retenção de fosfato é maior do que 85%
2) mais de 60% de todo o solo, em volume, são materiais vulcanoclásticos maiores do que 2 mm. A soma do Al extraível em oxalato ácido e de 1/2 do Fe extraível em oxalato de ácido é igual a 0,40%, ou mais, da fração terra fina
3) a fração de 0,02-2,0 mm é, pelo menos, 30% da fração terra fina e atende a um dos seguintes requisitos: a) se a fração terra fina tem uma soma do Al extraível em oxalato ácido e de 1/2 do Fe extraível em oxalato ácido igual a 0,40%, ou menos, existe, pelo menos, 30% de vidros vulcânicos na fração 0,02-2,0 mm, ou b) se a fração terra fina tem uma soma do Al extraível em oxalato ácido e de 1/2 do Fe extraível em oxalato ácido igual a 2,0%, ou mais, existe, pelo menos, 5% de vidros vulcânicos na fração de 0,02-2,0 mm, ou c) se a fração terra fina tem uma soma do Al extraível em oxalato ácido e de 1/2 do Fe extraível em oxalato ácido entre 0,40 e 2,0%, existe um conteúdo proporcional de vidros vulcânicos na fração 0,02-2,0 mm entre 30 e 5%.
1245;Material do solo que mostra forte efervescência com HCl a 10%, ou que contém mais do que 2% de carbonato de cálcio equivalente.
1246;Solos que são calcários ao longo de toda a profundidade entre 20 e 50 cm.
1247;O material subjacente é suficientemente coerente e duro quando úmido para tornar a escavação manual com uma pá impraticável. O material é contínuo, exceto por algumas fissuras produzidas in situ, sem haver deslocamento significativo das partes e horizontalmente distantes a uma média de 10 cm ou mais. O material aqui considerado não inclui horizontes sub-superficiais como um duripã, um petrocálcico ou um horizonte petrogípsico ou uma fase petroférrica.
1248;O termo 'propriedades ferrálicas' é utilizado em conexão com Cambisols e Arenosols que têm uma CTC inferior a 240 mmolc kg-1 de argila, ou inferior a 40 mmolc kg-1 solo em pelo menos um sub-horizonte do horizonte câmbico ou no horizonte imediatamente subjacente ao horizonte A.
1249;Muitos mosqueados grandes com matizes mais vermelhos do que 7,5YR ou cromas superiores a 5 ou ambos. Nódulos discretos, com até 2 cm de diâmetro, os exteriores dos nódulos sendo enriquecidos e fracamente cimentados ou endurecidos com Fe, e com matizes mais vermelhos ou cromas mais fortes do que os interiores (Luvisols, Alisols, Lixisols e Acrisols).
1272;Solo com peds resistentes ​​que são claramente evidentes em solo (seco) não perturbado, que esboroa-se, principalmente, em peds inteiros.
1373;-em branco-
1250;Sedimentos fluviais, marinhos e lacustres, que recebem materiais frescos em intervalos regulares, e que, a menos que empolderados, têm uma ou ambas das seguintes propriedades: 1) conteúdo de carbono orgânico que diminui com a profundidade de forma irregular ou que se mantém acima de 0,20% até uma profundidade de 125 cm. Camadas delgadas de areia podem ter menos carbono orgânico se os sedimentos mais finos localizados abaixo, exclusos os horizontes enterrados, satisfazem a exigência, 2) estratificação em pelo menos 25% do solo dentro de 125 cm da superfície.
1251;Os materiais do solo que tem: 1) soma do conteúdo de bases trocáveis ​​(Ca, Mg, K, Na) e da acidez trocável em KCl 1M não tamponado igual ou inferior a 1,5 cmolc kg-1 de argila, ou 2) um delta pH (pH em KCl menos pH em H2O) de 0,1 ou mais.
1252;Materiais do solo que estão saturados com água em algum período do ano, ou durante todo o ano, na maioria dos anos, e que mostram evidências de processos de redução ou de redução e segregação de ferro.
1253;Material do solo que contém 5% ou mais de gesso.
1254;Penetrações de um horizonte álbico em um horizonte árgico ou nátrico subjacente ao longo das faces dos peds, principalmente as faces verticais. As penetrações não são largas o suficiente para constituir línguas ("tonguing"), mas formam "skeletans" contínuos (revestimento de peds com silte ou areia limpos, com mais de 1 mm de espessura nas faces verticais dos peds).
1283;-em branco-
1255;Materiais orgânicos do solo são: 1) saturados com água por longos períodos ou são artificialmente drenados e, excluindo raízes vivas, a) têm 18% ou mais de carbono orgânico se a fração mineral é constituída por 60% ou mais de argila, b) têm 12% ou mais de carbono orgânico se a fração mineral não tem qualquer argila, ou c) têm um conteúdo de carbono orgânico proporcional entre 12 e 18% se o teor de argila da fração mineral é menor do que 60%,  ou 2) nunca estão saturados com água por mais do que alguns dias e têm 20% ou mais de carbono orgânico.
1257;A plintita é uma rica em ferro, uma mistura de argila com quartzo e outros diluentes, pobre em húmus. Ocorrer comumente como mosqueados vermelhos, geralmente em padrões laminares, poligonais ou reticulados, e converte-se de forma irreversível em um "hardpan" ou em agregados irregulares devido à exposição repetida ao umedecimento e secagem. Em um solo úmido, a plintita é geralmente firme, mas pode ser cortada com uma pá. Quando irreversivelmente endurecido, o material não é mais considerado plintita. Tal material endurecido é mostrado como uma fase petroférrica ou esquelética.
1258;A condutividade elétrica do extrato de saturação é maior do que 15 dS m-1 dentro de 30 cm da superfície, ou maior do que 4 dS m-1 dentro de 30 cm da superfície se o pH em água H2O é superior a 8,5.
1259;Slickensides são superfícies pédicas polidas e ranhuradas que são produzidas por agregados deslizando um sobre o outro. Alguns deles ocorrem na base de uma superfície de deslizamento, onde uma massa de solo move-se ladeira abaixo em um declive relativamente acentuado. Slickensides são muito comuns em argilas expansivas em que há mudanças sazonais marcantes no conteúdo de umidade.
1260;Material tixotrópico do solo. Sob pressão ou por fricção, muda do estado sólido plástico para um estado liquefeito, voltando para o estado sólido. No estado liquefeito, o material desliza e besunta entre os dedos (Andosols).
1261;O conteúdo de sódio trocável é de 15% ou mais, ou o conteúdo de sódio mais o conteúdo de magnésio trocáveis é de 50% ou mais.
1262;Cal autigênico translocado, macio o suficiente para ser cortado facilmente com a unha do dedo, precipitado in situ a partir da solução do solo ao invés de herdado do material parental do solo. Deve estar presente numa acumulação significativa (revestimentos em poros ou faces estruturais).
1263;-em branco-
1264;-em branco-
1265;Materiais sulfídricos são materiais minerais ou orgânicos do solo encharcados, que contém 0,75% ou mais de enxofre (em massa seca), principalmente na forma de sulfuretos, tendo menos do que três vezes mais cálcio de cálcio equivalente do que enxofre, e com um pH acima de 3,5. Materiais sulfídricos acumulam em solo que é permanentemente saturado e tem um pH acima de 3,5, geralmente com água salobra. Se o solo é drenado, os sulfuretos oxidam e formam o ácido sulfúrico. O pH, que é normalmente próximo da neutralidade antes da drenagem, cair abaixo de 3,5. Neste ponto, estes materiais se tornam um horizonte sulfúrico. O material sulfídrico difere do horizonte sulfúrico na sua condição reduzida, no seu pH e pela ausência de mosqueados de jarosite com um matiz de 2,5Y ou mais, ou um croma de 6 ou mais.
1266;Um horizonte álbico penetra num horizonte árgico ao longo de superfícies pédicas, se os peds estão presentes. As línguas deve ser mais profundas do que largas, têm dimensões horizontais de 5 mm ou mais em horizontes árgicos de textura fina (argila, argilossiltosa e argilo-arenosa), 10 mm ou mais em horizontes árgicos de textura moderadamente fina, e 15 mm ou mais em horizontes árgicos de textura média ou grossa (franco-siltosa, franca e franco-arenosa), e deve ocupar mais do que 15% da massa da parte superior do horizonte árgico.
1267;Em conexão com solos argilosos que, em algum período, na maioria dos anos, mostram uma ou mais das seguintes características: fendas, slickensides, agregados estruturais cuneiformes ou paralelepipédicas, que não se encontram em combinação, ou que não são suficientemente expressos para que o solo qualifique como um Vertisols.
1268;Os minerais incluídos são aqueles que são instáveis ​​em meio úmido em relação a outros minerais, tais como quartzo e argilas 1:1, e que, quando o intemperismo ocorre, liberam nutrientes para as plantas e ferro ou alumínio. Eles incluem: 1) os minerais de argila: todos as argilas 2:1, exceto as cloritas com alumínio na entre-camada. Sepiolita, talco e glauconita também estão incluídos no conceito deste grupo de minerais de argila intemperizáveis, apesar de não serem sempre de tamanho argila. 2) minerais de tamanho de silte e areia: feldspatos, feldspatóides, minerais ferromagnesianos, vidros, micas, e zeólitos.
1269;Nenhuma agregação observável ou ausência de qualquer arranjo ordenado dos planos naturais de fraqueza (maciça ou grão simples).
1270;Solo com peds indistintos mal formados, que mal são observáveis in situ, mesmo em solo seco, o qual se esboroa em poucos peds intactos, muitos peds quebrados e muito material apedal.
1273;Intervalo de tamanho dos elementos estruturais (mm): laminar < 1, prismática/colunar < 10, blocos (sub)angulares < 5, granular < 1, ​​grumos < 1.
1274;Intervalo de tamanho dos elementos estruturais (mm): laminar 1-2, prismática/colunar 10-20, blocos (sub)angulares 5-10, granular 1-2, grumos 1-2.
1275;Intervalo de tamanho dos elementos estruturais (mm): laminar 2-5, prismática/colunar 20-50, blocos (sub)angulares 10-20, granular 2-5, grumos 2-5.
1276;Intervalo de tamanho dos elementos estruturais (mm): 5-10 laminar, prismática/colunar 50-100, blocos (sub)angulares 20-50, granular 5-10.
1277;Intervalo de tamanho dos elementos estruturais (mm): laminar > 10, prismática/colunar > 100, blocos (sub)angulares > 50, granular > 10.
1278;-em branco-
1282;-em branco-
1287;-em branco-
1288;-em branco-
1289;-em branco-
1290;-em branco-
1291;-em branco-
1292;-em branco-
1293;-em branco-
1294;-em branco-
1295;-em branco-
1296;-em branco-
1303;Clima tropical. Temperatura do mês mais frio acima de 18°C. Certas plantas tropicais sensíveis não prosperam com temperaturas mensais inferiores a 18°C. Este é o domínio das plantas conhecidas como megatérmicas, as quais necessitam de temperaturas continuamente elevadas e chuvas relativamente abundantes. Dentro do grupo climático A, dois tipos principais são reconhecidos. O tipo f (Af) representa um clima tropical úmido. A precipitação do mês mais seco é de pelo menos 60 mm. Neste clima há um mínimo de variação sazonal da temperatura e precipitação, ambas permanecendo altas durante todo o ano.
1298;-em branco-
1299;-em branco-
1300;-em branco-
1301;-em branco-
1302;Clima tropical. Temperatura do mês mais frio acima de 18°C. Certas plantas tropicais sensíveis não prosperam com temperaturas mensais inferiores a 18°C. Este é o domínio das plantas conhecidas como megatérmicas, as quais necessitam de temperaturas continuamente elevadas e chuvas relativamente abundantes. Dentro do grupo climático A, dois tipos principais são reconhecidos: Af e Aw. O tipo As denota um clima com uma estação seca durante o período de verão ou de sol alto (raro).
1303;Clima tropical. Temperatura do mês mais frio acima de 18°C. Certas plantas tropicais sensíveis não prosperam com temperaturas mensais inferiores a 18°C. Este é o domínio das plantas conhecidas como megatérmicas, as quais necessitam de temperaturas continuamente elevadas e chuvas relativamente abundantes. Dentro do grupo climático A, dois tipos principais são reconhecidos. O tipo w (Aw) representa um clima tropical úmido e seco. Estação seca bem definida no período de inverno ou sol baixo. Um marcado ritmo sazonal de precipitação caracteriza o clima Aw: pelo menos um mês deve ter menos do que 60 mm. A temperatura é semelhante ao do clima Af, ou seja, com mínima variação sazonal, mantendo-se elevada durante todo o ano.
1304;Clima seco, em que há excesso de evaporação em relação à precipitação. Assim, nenhum excesso de água permanece para manter um nível constante da água subterrânea, fazendo com que cursos de água permanentes não possam surgir em clima B. A quantidade de chuva precipitada não é suficiente para permitir a determinação dos limites do clima B, uma vez que a eficácia da precipitação em fornecer umidade no solo para as plantas é dependente da taxa de evaporação, a qual, por sua vez, varia diretamente com a temperatura. A chuva que precipita durante o verão quente é, obviamente, menos eficaz do que a mesma quantidade precipitada no inverno frio. Assim, as fórmulas de Köppen para a identificação de climas áridos e semi-áridos envolvem, não apenas a temperatura anual e a precipitação total anual, mas também a estação de máxima precipitação. O tipo BS, um clima semi-árido ou de estepe, é uma das duas principais subdivisões do tipo climático B. O sufixo 'h' em BSh denota uma temperatura média anual acima de 18°C.
1305;Clima seco, em que há excesso de evaporação em relação à precipitação. Assim, nenhum excesso de água permanece para manter um nível constante da água subterrânea, fazendo com que cursos de água permanentes não possam surgir em clima B. A quantidade de chuva precipitada não é suficiente para permitir a determinação dos limites do clima B, uma vez que a eficácia da precipitação em fornecer umidade no solo para as plantas é dependente da taxa de evaporação, a qual, por sua vez, varia diretamente com a temperatura. A chuva que precipita durante o verão quente é, obviamente, menos eficaz do que a mesma quantidade precipitada no inverno frio. Assim, as fórmulas de Köppen para a identificação de climas áridos e semi-áridos envolvem, não apenas a temperatura anual e a precipitação total anual, mas também a estação de máxima precipitação. O tipo BS, um clima semi-árido ou de estepe, é uma das duas principais subdivisões do tipo climático B. O sufixo 'k' em BSk denota uma temperatura média anual de menos de 18°C.
1368;-em branco-
1306;Clima seco, em que há excesso de evaporação em relação à precipitação. Assim, nenhum excesso de água permanece para manter um nível constante da água subterrânea, fazendo com que cursos de água permanentes não possam surgir em clima B. A quantidade de chuva precipitada não é suficiente para permitir a determinação dos limites do clima B, uma vez que a eficácia da precipitação em fornecer umidade no solo para as plantas é dependente da taxa de evaporação, a qual, por sua vez, varia diretamente com a temperatura. A chuva que precipita durante o verão quente é, obviamente, menos eficaz do que a mesma quantidade precipitada no inverno frio. Assim, as fórmulas de Köppen para a identificação de climas áridos e semi-áridos envolvem, não apenas a temperatura anual e a precipitação total anual, mas também a estação de máxima precipitação. O tipo BW, um clima árido ou de deserto, é uma das duas principais subdivisões de climas B. O sufixo 'h' em BWh denota uma temperatura média anual acima de 18°C.
1307;-em branco-
1308;-em branco-
1309;-em branco-
1310;-em branco-
1311;-em branco-
1312;-em branco-
1313;-em branco-
1314;-em branco-
1315;-em branco-
1316;-em branco-
1317;-em branco-
1318;-em branco-
1319;-em branco-
1320;-em branco-
1321;-em branco-
1322;-em branco-
1323;-em branco-
1324;-em branco-
1325;-em branco-
1326;-em branco-
1327;-em branco-
1328;-em branco-
1329;-em branco-
1330;-em branco-
1331;-em branco-
1332;-em branco-
1333;-em branco-
1334;-em branco-
1335;-em branco-
1336;-em branco-
1337;-em branco-
1338;-em branco-
1.339;-em branco-
1340;-em branco-
1341;-em branco-
1342;-em branco-
1343;-em branco-
1344;-em branco-
1345;-em branco-
1346;-em branco-
1347;-em branco-
1348;-em branco-
1349;-em branco-
1350;-em branco-
1351;-em branco-
1352;-em branco-
1353;-em branco-
1354;-em branco-
1355;-em branco-
1356;-em branco-
1357;-em branco-
1358;-em branco-
1359;-em branco-
1360;-em branco-
1361;-em branco-
1362;-em branco-
1363;-em branco-
1364;-em branco-
1365;-em branco-
1366;-em branco-
1367;-em branco-
1374;-em branco-
1375;-em branco-
1376;-em branco-
1377;-em branco-
1378;-em branco-
1379;-em branco-
1380;-em branco-
1381;-em branco-
1382;-em branco-
1383;-em branco-
1384;-em branco-
1385;-em branco-
1386;-em branco-
1387;-em branco-
1388;-em branco-
1389;-em branco-
1390;-em branco-
1391;-em branco-
1392;-em branco-
1393;-em branco-
1394;-em branco-
1395;-em branco-
1396;-em branco-
1397;-em branco-
1398;-em branco-
1399;-em branco-
1400;-em branco-
1401;-em branco-
1402;-em branco-
1403;-em branco-
1404;-em branco-
1405;-em branco-
1406;-em branco-
1407;-em branco-
1408;-em branco-
1409;-em branco-
1410;-em branco-
1411;-em branco-
1412;-em branco-
1413;-em branco-
1414;-em branco-
1415;-em branco-
1416;-em branco-
1417;-em branco-
1418;-em branco-
1419;-em branco-
1420;-em branco-
1421;-em branco-
1422;-em branco-
1423;-em branco-
1424;-em branco-
1425;-em branco-
1426;-em branco-
1427;-em branco-
1428;-em branco-
1429;-em branco-
1430;-em branco-
1431;-em branco-
1432;-em branco-
1433;-em branco-
1434;-em branco-
1435;-em branco-
1436;-em branco-
1437;-em branco-
1438;-em branco-
1439;-em branco-
1440;-em branco-
1441;-em branco-
1442;-em branco-
1443;-em branco-
1444;-em branco-
1445;-em branco-
1446;-em branco-
1447;-em branco-
1448;-em branco-
1449;-em branco-
1450;-em branco-
1451;-em branco-
1452;-em branco-
1453;-em branco-
1454;-em branco-
1455;-em branco-
1456;-em branco-
1457;-em branco-
1458;-em branco-
1459;-em branco-
1460;-em branco-
1461;-em branco-
1462;-em branco-
1463;-em branco-
1464;-em branco-
1465;-em branco-
1466;-em branco-
1467;-em branco-
1468;-em branco-
1469;-em branco-
1470;-em branco-
1471;-em branco-
1472;-em branco-
1473;-em branco-
1474;-em branco-
1475;-em branco-
1476;-em branco-
1477;-em branco-
1478;-em branco-
1479;-em branco-
1480;-em branco-
1481;-em branco-
1482;-em branco-
1483;-em branco-
1484;-em branco-
1485;-em branco-
1486;-em branco-
1487;-em branco-
1488;-em branco-
1489;-em branco-
1490;-em branco-
1491;-em branco-
1492;-em branco-
1493;-em branco-
1494;-em branco-
1495;-em branco-
1496;-em branco-
1497;-em branco-
1498;-em branco-
1499;-em branco-
1500;-em branco-
1501;-em branco-
1502;-em branco-
1503;-em branco-
1504;-em branco-
1505;-em branco-
1506;-em branco-
1507;-em branco-
1508;-em branco-
1509;-em branco-
1510;-em branco-
1511;-em branco-
1512;-em branco-
1513;-em branco-
1514;-em branco-
1515;-em branco-
1516;-em branco-
1517;-em branco-
1518;-em branco-
1519;-em branco-
1520;-em branco-
1521;-em branco-
1522;-em branco-
1523;-em branco-
1524;-em branco-
1525;-em branco-
1526;-em branco-
1527;-em branco-
1528;-em branco-
1529;-em branco-
1679;-em branco-
1621;-em branco-
1622;-em branco-
1530;Clima seco, em que há excesso de evaporação em relação à precipitação. Assim, nenhum excesso de água permanece para manter um nível constante da água subterrânea, fazendo com que cursos de água permanentes não possam surgir em clima B. A quantidade de chuva precipitada não é suficiente para permitir a determinação dos limites do clima B, uma vez que a eficácia da precipitação em fornecer umidade no solo para as plantas é dependente da taxa de evaporação, a qual, por sua vez, varia diretamente com a temperatura. A chuva que precipita durante o verão quente é, obviamente, menos eficaz do que a mesma quantidade precipitada no inverno frio. Assim, as fórmulas de Köppen para a identificação de climas áridos e semi-áridos envolvem, não apenas a temperatura anual e a precipitação total anual, mas também a estação de máxima precipitação. O tipo BW, um clima árido ou de deserto, é uma das duas principais subdivisões do clima B. O sufixo 'k' em BWk denota uma temperatura média anual inferior a 18°C.
1531;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cf não tem estação seca bem definida. A diferença de precipitação entre os meses mais chuvosos e os meses mais secos é menor do que para os outros dois tipos, e o mês mais seco do verão recebe mais de 30 mm. O sufixo 'a' no Cfa denota um verão quente, com temperatura média do mês mais quente acima de 22°C.
1532;-em branco-
1533;-em branco-
1534;-em branco-
1535;-em branco-
1536;-em branco-
1537;-em branco-
1538;-em branco-
1539;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cf não tem estação seca bem definida. A diferença de precipitação entre os meses mais chuvosos e os meses mais secos é menor do que para os outros dois tipos, e o mês mais seco do verão recebe mais de 30 mm. O sufixo 'b' em Cfb denota um verão ameno, com temperatura média do mês mais quente abaixo de 22°C.
1540;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cf não tem estação seca bem definida. A diferença de precipitação entre os meses mais chuvosos e os meses mais secos é menor do que para os outros dois tipos, e o mês mais seco do verão recebe mais de 30 mm. O sufixo 'c' em Cfc denota um verão ameno curto, com menos de 4 meses com temperatura acima de 10°C.
1541;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cs tem um verão seco. Pelo menos três vezes mais chuva no mês mais chuvoso de inverno do que no mês mais seco do verão, e o mês mais seco do verão recebe menos de 30 mm. O sufixo 'a' em Csa denota um verão quente, com temperatura média do mês mais quente acima de 22°C.
1542;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cs tem um verão seco. Pelo menos três vezes mais chuva no mês mais chuvoso de inverno do que no mês mais seco do verão, e o mês mais seco do verão recebe menos de 30 mm. O sufixo 'b' em Csb denota um verão ameno, com temperatura média do mês mais quente abaixo de 22°C.
1608;-em branco-
1543;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cs tem um verão seco. Pelo menos três vezes mais chuva no mês mais chuvoso de inverno do que no mês mais seco do verão, e o mês mais seco do verão recebe menos de 30 mm. O sufixo 'c' em Csc denota um verão ameno curto, com menos de 4 meses com temperatura acima de 10°C.
1564;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo Df é um clima frio com invernos úmidos.
1566;Clima temperado frio ou clima continental. Temperatura média do mês mais frio abaixo de -3°C, temperatura média do mês mais quente acima de 10°C. A temperatura média de 10°C durante o mês mais quente coincide aproximadamente com os limites polares das florestas. Os tipos climáticos D são caracterizadas por solo congelado e uma cobertura de neve com duração de vários meses. Duas principais subdivisões do grupo D são reconhecidos: Df e Dw. O tipo DW é um clima frio, com invernos secos. Característico do nordeste da Ásia, onde o anticiclone de inverno é bem desenvolvido.
1544;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cw tem um inverno seco. Pelo menos 10 vezes mais chuva no mês mais chuvoso do verão do que no mês mais seco do inverno. Este tipo de clima ocorre em dois locais característicos: (1) locais elevados em baixas latitudes onde a altitude reduz a temperatura dos tipos climáticos Aw que prevalecem nas planícies adjacentes, e (2) terras de latitude média de monção do sudeste da Ásia, particularmente do Norte Índia e sul da China. O sufixo 'a' em Cwa denota um verão quente, com temperatura média do mês mais quente acima de 22°C.
1545;-em branco-
1546;-em branco-
1547;-em branco-
1548;-em branco-
1549;-em branco-
1550;-em branco-
1551;-em branco-
1552;Clima temperado ameno e chuvoso (mesotérmico). Temperatura média do mês mais frio abaixo de 18°C, mas acima de -3°C. Temperatura média do mês mais quente acima de 10°C. A temperatura média de -3°C para o mês mais frio supostamente coincide aproximadamente com o limite equatorial de solo congelado e uma cobertura de neve com duração de um mês ou mais. Dentro do grupo climático C, três regimes de precipitação contrastantes formam a base para o reconhecimento de três tipos principais de clima. O tipo Cw tem um inverno seco. Pelo menos 10 vezes mais chuva no mês mais chuvoso do verão do que no mês mais seco do inverno. Este tipo de clima ocorre em dois locais característicos: (1) locais elevados em baixas latitudes onde a altitude reduz a temperatura dos tipos climáticos Aw que prevalecem nas planícies adjacentes, e (2) terras de latitude média de monção do sudeste da Ásia, particularmente do Norte Índia e sul da China. O sufixo 'b' em Cwb denota um verão ameno, com temperatura média do mês mais quente abaixo de 22°C.
1553;-em branco-
1554;-em branco-
1555;-em branco-
1556;-em branco-
1557;-em branco-
1558;-em branco-
1559;-em branco-
